S.No.,Title,Chapter,Verse,Sanskrit Anuvad,Hindi Anuvad,Enlgish Translation
212,Atma-Samyama Yoga,Chapter 5,Verse 5.9,प्रलपन्विसृजन्गृह्णन्नुन्मिषन्निमिषन्नपि । इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् ॥ ५.९ ॥,"तत्त्वको जाननेवाला सांख्ययोगी तो देखता हुआ, सुनता हुआ, स्पर्श करता हुआ, सूँघता हुआ, भोजन करता हुआ, गमन करता हुआ, सोता हुआ, श्वास लेता हुआ, बोलता हुआ, त्यागता हुआ, ग्रहण करता हुआ तथा आँखोंको खोलता और मूँदता हुआ भी, सब इन्द्रियाँ अपने-अपने अर्थोंमें बरत रही हैं – इस प्रकार समझकर निःसन्देह ऐसा माने कि मैं कुछ भी नहीं करता हूँ|","He who comes to the realization that, although he is physically performing actions such as seeing, hearing, touching, smelling, eating, walking, sleeping, breathing, speaking, receiving, sacrificing, opening and closing eyes, and so on, that he is actually doing nothing, is a Yogi. O Arjuna, the truly wise Yogi knows that in reality, only the senses are acting among their sense objects."
213,Atma-Samyama Yoga,Chapter 5,Verse 5.10,ब्रह्मण्याधाय कर्माणि सङ्गं त्यक्त्वा करोति यः । लिप्यते न स पापेन पद्मपत्रमिवाम्भसा ॥ ५.१० ॥,"जो पुरुष सब कर्मोंको परमात्मामें अर्पण करके और आसक्तिको त्यागकर कर्म करता है, वह पुरुष जलसे कमलके पत्तेकी भाँति पापसे लिप्त नहीं होता|","The Lord declared: One who leaves all the results of his actions to God and performs Karma without attachment, is immune to all sins of the world in the same way as a lotus leaf remains unmoistened when placed in water."
214,Atma-Samyama Yoga,Chapter 5,Verse 5.11,कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि । योगिनः कर्म कुर्वन्ति सङ्गं त्यक्त्वात्मशुद्धये ॥ ५.११ ॥,"कर्मयोगी ममत्वबुद्धिरहित केवल इन्द्रिय, मन, बुद्धि और शरीरद्वारा भी आसक्तिको त्यागकर अन्तःकरणकी शुद्धिके लिये कर्म करते हैं|","O Arjuna, Yogis purify their souls by abolishing any feelings of attachment within themselves by performing Karma through mind, body, intellect, and senses."
215,Atma-Samyama Yoga,Chapter 5,Verse 5.12,युक्तः कर्मफलं त्यक्त्वा शान्तिमाप्नोति नैष्ठिकीम् । अयुक्तः कामकारेण फले सक्तो निबध्यते ॥ ५.१२ ॥,कर्मयोगी कर्मोंके कर्मोंके फलका त्याग करके भगवत्प्राप्तिरूप शान्तिको प्राप्त होता है और सकाम पुरुष कामनाकी प्रेरणासे फलमें आसक्त होकर बँधता है|,"When a Yogi has reached a state of true self-realization by leaving all fruits and results of Karma in the hands of the Lord, he achieves true peace and happiness.However, he who does Karma (actions) for a selfish motive and for the attainment of fruits of his actions, never becomes free of the bondages of desire for material pleasures."
216,Atma-Samyama Yoga,Chapter 5,Verse 5.13,सर्वकर्माणि मनसा संन्यस्यास्ते सुखं वशी । नवद्वारे पुरे देही नैव कुर्वन्न कारयन् ॥ ५.१३ ॥,अन्तःकरण जिसके वशमें है ऐसा सांख्ययोगका आचरण करनेवाला पुरुष न करता हुआ और न करवाता हुआ ही नवद्वारोंवाले शरीररूप घरमें सब कर्मोंको मनसे त्यागकर आनन्दपूर्वक सच्चिदानन्दघन परमात्माके स्वरूपमें स्थित रहता है|,"A person, having self-control, and mentally freeing himself of all actions (by the uninterest in results of actions), in really performs no actions whatsoever. By mentally detaching himself of all Karma, a man may live in true bliss and peace in his body of nine openings."
217,Atma-Samyama Yoga,Chapter 5,Verse 5.14,न कर्तृत्वं न कर्माणि लोकस्य सृजति प्रभुः । न कर्मफलसंयोगं स्वभावस्तु प्रवर्तते ॥ ५.१४ ॥,"परमेश्वर मनुष्योंके न तो कर्तापनकी, न कर्मोंकी और न कर्मफलके संयोगकी ही रचना करते हैं; किन्तु स्वभाव ही बर्त रहा है|","The Lord does not create the performance of actions (or Karma ), nor Karma itself, nor even the result of Karma. It is simply all due to nature performing its function in the world.(However, nature derives its motivation power from God.)"
218,Atma-Samyama Yoga,Chapter 5,Verse 5.15,नादत्ते कस्यचित्पापं न चैव सुकृतं विभुः । अज्ञानेनावृतं ज्ञानं तेन मुह्यन्ति जन्तवः ॥ ५.१५ ॥,"सर्वव्यापी परमेश्वर भी न किसीके पापकर्मको और न किसीके शुभकर्मको ही ग्रहण करता है; किन्तु अज्ञानके द्वारा ज्ञान ढका हुआ है, उससे सब अज्ञानी मनुष्य मोहित हो रहे हैं|","I, the all pervading Lord receives neither the good nor the bad Karma of anyone. People are from time to time deluded because their Knowledge (Gyan) is Covered up or blinded by ignorance (Agyan)."
219,Atma-Samyama Yoga,Chapter 5,Verse 5.16,ज्ञानेन तु तदज्ञानं येषां नाशितमात्मनः । तेषामादित्यवज्ज्ञानं प्रकाशयति तत्परम् ॥ ५.१६ ॥,"परन्तु जिनका वह अज्ञान परमात्माके तत्त्वज्ञानद्वारा नष्ट कर दिया गया है, उनका वह ज्ञान सूर्यके सदृश उस सच्चिदानन्दघन परमात्माको प्रकाशित कर देता है|",The Lord continued: People’s achievement of knowledge of their SELF has allowed them to destroy their ignorance or remove their lack of knowledge (Agyan). They soon find that the knowledge they acquire radiates the light of God within them.
220,Atma-Samyama Yoga,Chapter 5,Verse 5.17,"
तद्बुद्धयस्तदात्मानस्तन्निष्ठास्तत्परायणा: | गच्छन्त्यपुनरावृत्तिं ज्ञाननिर्धूतकल्मषा:॥ ५.१७...","जिनका मन तद्रूप हो रहा है, जिनकी बुद्धि तद्रूप हो रही है और सच्चिदानन्दघन परमात्मामें ही जिनकी निरन्तर एकीभावसे स्थिति है, ऐसे तत्परायण पुरुष ज्ञानके द्वारा पापरहित होकर अपुनरावृत्तिको अर्थात् परमगतिको प्राप्त होते हैं|","The Lord spoke: O Arjuna, total liberation and everlasting peace is achieved only by those whose mind and intellect constantly dwells on God and who have destroyed all sin by achieving Gyan (Knowledge)"
221,Atma-Samyama Yoga,Chapter 5,Verse 5.18,विद्याविनयसंपन्ने ब्राह्मणे गवि हस्तिनि । शुनि चैव श्वपाके च पण्डिताः समदर्शिनः ॥ ५.१८ ॥,"वे ज्ञानीजन विद्या और विनययुक्त ब्राह्मणमें तथा गौ, हाथी, कुत्ते और चाण्डालमें भी समदर्शी ही होते हैं|","The wise men treat everybody as equals O Arjuna, whether it be a learned and cultured Brahman, a cow, an elephant, or a dog and an outcaste. He not differentiate between anybody."
222,Atma-Samyama Yoga,Chapter 5,Verse 5.19,इहैव तैर्जितः सर्गो येषां साम्ये स्थितं मनः । निर्दोषं हि समं ब्रह्म तस्माद्ब्रह्मणि ते स्थिताः ॥ ५...,"जिनका मन समभावमें स्थित है, उनके द्वारा इस जीवित अवस्थामें ही सम्पूर्ण संसार जीत लिया गया है, क्योंकि सच्चिदानन्दघन परमात्मा निर्दोष और सम है, इससे वे सच्चिदानन्दघन परमात्मामें ही स्थित हैं|","O Arjuna, those who are even-minded and treat everybody as equals in all respects, have reached the ultimate goal of life and have conquered the whole world because God is perfect, without defect, and makes no distinction also. Therefore, they are,in reality, one with God."
223,Atma-Samyama Yoga,Chapter 5,Verse 5.20,न प्रहृष्येत्प्रियं प्राप्य नोद्विजेत्प्राप्य चाप्रियम् । स्थिरबुद्धिरसंमूढो ब्रह्मविद्ब्रह्मणि स्थ...,"जो पुरुष प्रियको प्राप्त होकर हर्षित नहीं हो और अप्रियको प्राप्त होकर उद्विग्न न हो, वह स्थिरबुद्धि, संशयरहित, ब्रह्मवेत्ता पुरुष सच्चिदानन्दघन परब्रह्म परमात्मामें एकीभावसे नित्य स्थित है|","One truly becomes established in God when neither good circumstances make him happy, no bad Circumstance make him miserable. When a person reaches this type of balance in intellect and emotion, without a single doubt, with true knowledge of God, becomes eternally fixed in Him."
224,Atma-Samyama Yoga,Chapter 5,Verse 5.21,बाह्यस्पर्शेष्वसक्तात्मा विन्दत्यात्मनि यत् सुखम् । स ब्रह्मयोगयुक्तात्मा सुखमक्षयमश्नुते ॥ ५.२१ ॥,"बाहरके विषयों में आसक्तिरहित अन्तःकरणवाला साधक आत्मामें स्थित जो ध्यानजनित सात्त्विक आनन्द है, उसको प्राप्त होता है; तदनन्तर वह सच्चिदानन्दघन परब्रह्म परमात्माके ध्यानरूप योगमें अभिन्नभावसे स्थित पुरुष अक्षय आनन्दका अनुभव करता है|","O Arjuna, a person who has totally detached himself from the material world and is happy and satisfied within his own self, attains eternal peace. When a person is truly established in the Yoga of God (service, devotion and prayers to Him), he experiences true, eternal bliss without a doubt, O Arjuna."
225,Atma-Samyama Yoga,Chapter 5,Verse 5.22,ये हि संस्पर्शजा भोगा दुःखयोनय एव ते । आद्यन्तवन्तः कौन्तेय न तेषु रमते बुधः ॥ ५.२२ ॥,"जो ये इन्द्रिय तथा विषयोंके संयोगसे उत्पन्न होनेवाले सब भोग हैं, यद्यपि विषयी पुरुषोंको सुखरूप भासते हैं तो भी दुःखके ही हेतु हैं और आदि अन्तवाले अर्थात् अनित्य हैं। इसलिये हे अर्जुन ! । बुद्धिमान् विवेकी पुरुष उनमें नहीं रमता|","When one’s senses make contact with sensual, material goods, Arjuna, these desire-evoking objects are the cause of misery (these objects may appear enjoyable to material pleasure-seekers).These enjoyments are temporary, having a beginning and an end. When one develops a habitual desire for these artificial enjoyments. O Arjuna, he falls into deep misery and irrational behaviour as soon as these pleasures have disappeared from him."
226,Atma-Samyama Yoga,Chapter 5,Verse 5.23,शक्नोतीहैव यः सोढुं प्राक्शरीरविमोक्षणात् । कामक्रोधोद्भवं वेगं स युक्तः स सुखी नरः ॥ ५.२३ ॥,"जो पुरुष अन्तरात्मामें ही सुखवाला है, आत्मामें ही रमण करनेवाला है तथा जो आत्मामें ही ज्ञानवाला है, वह सच्चिदानन्दघन परब्रह्म परमात्माके साथ एकीभावको प्राप्त सांख्ययोगी शान्त ब्रह्मको प्राप्त होता है|","One who is truly happy, peaceful and enlightened with his Soul, that wise man (Yogi) has combined with the supreme Soul (God) as one and attains freedom from all bondages to the world."
227,Atma-Samyama Yoga,Chapter 5,Verse 5.24,योऽन्तःसुखोऽन्तरारामस्तथान्तर्ज्योतिरेव यः । स योगी ब्रह्मनिर्वाणं ब्रह्मभूतोऽधिगच्छति ॥ ५.२४ ॥,"जिनके सब पाप नष्ट हो गये हैं, जिनके सब संशय ज्ञानके द्वारा निवृत्त हो गये हैं, जो सम्पूर्ण प्राणियोंके हितमें रत हैं और जिनका जीता हुआ मन निश्चलभावसे परमात्मामें स्थित है, वे ब्रह्मवेत्ता पुरुष शान्त ब्रह्मको प्राप्त होते हैं|","One who is truly happy, peaceful and enlightened with his Soul, that wise man (Yogi) has combined with the supreme Soul (God) as one and attains freedom from all bondages to the world."
228,Atma-Samyama Yoga,Chapter 5,Verse 5.25,लभन्ते ब्रह्मनिर्वाणमृषयः क्षीणकल्मषाः । छिन्नद्वैधा यतात्मानः सर्वभूतहिते रताः ॥ ५.२५ ॥,"जिनके सब पाप नष्ट हो गये हैं, जिनके सब संशय ज्ञानके द्वारा निवृत्त हो गये हैं, जो सम्पूर्ण प्राणियोंके हितमें रत हैं और जिनका जीता हुआ मन निश्चलभावसे परमात्मामें स्थित है, वे ब्रह्मवेत्ता पुरुष शान्त ब्रह्मको प्राप्त होते हैं|","Those wise men or sages who have abolished and destroyed all their sins with the achievement of true Gyan (Knowledge), and who have devoted themselves to the welfare of other beings, attain supreme and eternal peace."
229,Atma-Samyama Yoga,Chapter 5,Verse 5.26,कामक्रोधवियुक्तानां यतीनां यतचेतसाम् । अभितो ब्रह्मनिर्वाणं वर्तते विदितात्मनाम् ॥ ५.२६ ॥,"काम-क्रोधसे रहित, जीते हुए चित्तवाले, परब्रह्म परमात्माका साक्षात्कार किये हुए ज्ञानी पुरुषों के लिये सब ओरसे शान्त परब्रह्म परमात्मा ही परिपूर्ण हैं|","O Arjuna, all of those wise men (Yogis) who have learned to control their minds, have learned to conquer and abolish all of the desires and anger within them, and have truly realized God, attain freedom and liberation from worldly ties in all respects."
230,Atma-Samyama Yoga,Chapter 5,Verse 5.27,स्पर्शान्कृत्वा बहिर्बाह्यांश्चक्षुश्चैवान्तरे भ्रुवोः । प्राणापानौ समौ कृत्वा नासाभ्यन्तरचारिणौ ॥ ...,"बाहरके विषय-भोगोंको न चिन्तन करता हुआ बाहर ही निकालकर और नेत्रोंकी दृष्टिको भृकुटीके बीचमें स्थित करके तथा नासिकामें विचरनेवाले प्राण और अपानवायुको सम करके, जिसकी इन्द्रियाँ, मन और बुद्धि जीती हुई हैं, ऐसा जो मोक्षपरायण मुनि इच्छा, भय और क्रोधसे रहित हो गया है,वह सदा मुक्त ही है|","A person who has totally detached himself from sense objects that give temporary pleasure and enjoyment, he who has learned to control and equalize the number of breaths going outwards and inwards through the nostrils, he who has brought his senses, mind and intellect under full control, and he who is desire less fearless and without anger, is always a free and liberated wise man."
231,Atma-Samyama Yoga,Chapter 5,Verse 5.28,यतेन्द्रियमनोबुद्धिर्मुनिर्मोक्षपरायणः । विगतेच्छाभयक्रोधो यः सदा मुक्त एव सः ॥ ५.२८ ॥,"बाहरके विषय-भोगोंको न चिन्तन करता हुआ बाहर ही निकालकर और नेत्रोंकी दृष्टिको भृकुटीके बीचमें स्थित करके तथा नासिकामें विचरनेवाले प्राण और अपानवायुको सम करके, जिसकी इन्द्रियाँ, मन और बुद्धि जीती हुई हैं, ऐसा जो मोक्षपरायण मुनि इच्छा, भय और क्रोधसे रहित हो गया है,वह सदा मुक्त ही है|","A person who has totally detached himself from sense objects that give temporary pleasure and enjoyment, he who has learned to control and equalize the number of breaths going outwards and inwards through the nostrils, he who has brought his senses, mind and intellect under full control, and he who is desire less fearless and without anger, is always a free and liberated wise man."
232,Atma-Samyama Yoga,Chapter 5,Verse 5.29,भोक्तारं यज्ञतपसां सर्वलोकमहेश्वरम् । सुहृदं सर्वभूतानां ज्ञात्वा मां शान्तिमृच्छति ॥ ५.२९ ॥,"मेरा भक्त मुझको सब यज्ञ और तपोंका भोगनेवाला, सम्पूर्ण लोकोंके ईश्वरोंका भी ईश्वर तथा सम्पूर्ण भूत-प्राणियोंका सुहृद् अर्थात् स्वार्थरहित दयालु और प्रेमी, ऐसा तत्त्वसे जानकर शान्तिको प्राप्त होता है|","The Lord declared:O Arjuna, he who shall consider ME the enjoyer of sacrifices and all that is internally pure, and who is devoted to ME, the God of all worlds and well-wisher of all beings, attains true, everlasting peace."
233,Atma-Samyama Yoga,Chapter 6,Verse 6.1,श्रीभगवानुवाच । अनाश्रितः कर्मफलं कार्यं कर्म करोति यः स संन्यासी च योगी च न निरग्निर्न चाक्रियः ॥...,"श्रीभगवान् बोले—जो पुरुष कर्मफलका आश्रय न लेकर करनेयोग्य कर्म करता है, वह संन्यासी तथा योगी है और केवल अग्निका त्याग करनेवाला संन्यासी नहीं है तथा केवल क्रियाओंका त्याग करनेवाला योगी नहीं है|",Lord Krishna continued: A Sannyaasi is one who performs action or duty (Karma) without desiring any reward or other results for his actions. One cannot be a Sannyaasi or a Yogi by simply not petorming Karma.
234,Atma-Samyama Yoga,Chapter 6,Verse 6.2,यं संन्यासमिति प्राहुर्योगं तं विद्धि पाण्डव । न ह्यसंन्यस्तसंकल्पो योगी भवति कश्चन ॥ ६.२ ॥,"हे अर्जुन ! जिसको संन्यास’ ऐसा कहते हैं, उसीको तू योग’ जान; क्योंकि संकल्पोंका त्याग न करनेवाला कोई भी पुरुष योगी नहीं होता|","O Arjuna, consider Sannyaas and Yoga as one and the same; just as one becomes a Sannyassi by giving up all desires, similarly to be a Yogi one must do the same."
235,Atma-Samyama Yoga,Chapter 6,Verse 6.3,आरुरुक्षोर्मुनेर्योगं कर्म कारणमुच्यते । योगारूढस्य तस्यैव शमः कारणमुच्यते ॥ ६.३ ॥,"योगमें आरूढ़ होनेकी इच्छावाले मननशील पुरुषके लिये योगकी प्राप्तिमें निष्कामभावसे कर्म करना ही हेतु कहा जाता है और योगारूढ़ हो जानेपर उस योगारूढ़ पुरुषका जो सर्वसंकल्पोंका अभाव है, वही कल्याणमें हेतु कहा जाता है|","For one who wishes to establish himself in the divinity of Yoga. O Arjuna, he must follow the method of doing Karma without desires of any sort. For, giving up all worldly thoughts is the path that will lead you to being fully and truly established in Yoga, Dear Arjuna."
236,Atma-Samyama Yoga,Chapter 6,Verse 6.4,यदा हि नेन्द्रियार्थेषु न कर्मस्वनुषज्जते । सर्वसंकल्पसंन्यासी योगारूढस्तदोच्यते ॥ ६.४ ॥,"जिस कालमें न तो इन्द्रियोंके भोगोंमें और न कर्मोंमें ही आसक्त होता है, उस कालमें सर्वसंकल्पोंका त्यागी पुरुष योगारूढ़ कहा जाता है|","When one is no longer attached to sensual objects or to the Karma that he does, and when he has totally rid himself of all desires, at that time, a person is considered to be fully and undoubtedly established in Yoga."
237,Atma-Samyama Yoga,Chapter 6,Verse 6.5,उद्धरेदात्मनात्मानं नात्मानमवसादयेत् । आत्मैव ह्यात्मनो बन्धुरात्मैव रिपुरात्मनः ॥ ६.५ ॥,अपने द्वारा अपना संसार- समुद्रसे उद्धार करे और अपनेको अधोगतिमें न डाले; क्योंकि यह मनुष्य आप ही तो अपना मित्र है और आप ही अपना शत्रु है|,"Dear Arjuna, one should lift himself through his own efforts. He success or failure in performing his Karma should be the result of his own doing. Should a man fail, he should not degrade himself, O Arjuna, for he is his own true friend as well as his own true enemy."
238,Atma-Samyama Yoga,Chapter 6,Verse 6.6,बन्धुरात्मात्मनस्तस्य येनात्मैवात्मना जितः । अनात्मनस्तु शत्रुत्वे वर्तेतात्मैव शत्रुवत् ॥ ६.६ ॥,"जिस जीवात्माद्वारा मन और इन्द्रियोंसहित शरीर जीता हुआ है, उस जीवात्माका तो वह आप ही मित्र है और जिसके द्वारा मन तथा इन्द्रियोंसहित शरीर नहीं जीता गया है, उसके लिये वह आप ही शत्रुके सदृश शत्रुतामें बर्तता है|","The true self (soul) is only its own friend if it is free from attachment and in control of its own mind, body and senses. However, dear Arjuna, if one’s soul is not in control of mind body and senses, then the soul is its own enemy."
239,Atma-Samyama Yoga,Chapter 6,Verse 6.7,जितात्मनः प्रशान्तस्य परमात्मा समाहितः । शीतोष्णसुखदुःखेषु तथा मानापमानयोः ॥ ६.७ ॥,"सरदी गरमी और सुख दुःखादिमें तथा मान – – और अपमानमें जिसके अन्तःकरणकी वृत्तियाँ भलीभाँति शान्त हैं, ऐसे स्वाधीन आत्मावाले पुरुष ज्ञानमें सच्चिदानन्दघन परमात्मा सम्यक् स्थित है अर्थात् उसके ज्ञानमें परमात्माके सिवा अन्य कुछ है ही नहीं|","One who has truly achieved peace with the self and a balance in cold and heat, joy and sorrow, respect and disrespect, has a purified and liberated soul, God dwells in souls such as these and the soul thereby, becomes truly divine."
240,Atma-Samyama Yoga,Chapter 6,Verse 6.8,ज्ञानविज्ञानतृप्तात्मा कूटस्थो विजितेन्द्रियः । युक्त इत्युच्यते योगी समलोष्टाश्मकाञ्चनः ॥ ६.८ ॥,"जिसका अन्तःकरण ज्ञान विज्ञानसे तृप्त है, – जिसकी स्थिति विकाररहित है, जिसकी इन्द्रियाँ भलीभाँति जीती हुई हैं और जिसके लिये मिट्टी, पत्थर और सुवर्ण समान हैं, वह योगी युक्त अर्थात् भगवत्प्राप्त है, ऐसे कहा जाता है|","he Lord explained: When one’s mind is at peace and fully contented with the Gyan (Knowledge or wisdom) it has acquired, one whose mind is constantly stable and fixed in God, who has controlled his senses well and considers dirt, stone and gold as one, is said to have achieved unity with God. He is the perfect Yogi, O Arjuna."
241,Atma-Samyama Yoga,Chapter 6,Verse 6.9,सुहृन्मित्रार्युदासीनमध्यस्थद्वेष्यबन्धुषु । साधुष्वपि च पापेषु समबुद्धिर्विशिष्यते ॥ ६.९ ॥,"सुहृद्’, मित्र, वैरी, उदासीन, मध्यस्थ , द्वेष्य और बन्धुगणोंमें, धर्मात्माओंमें और पापियोंमें भी समानभाव रखनेवाला अत्यन्त श्रेष्ठ है|","One who thinks about and behaves with dear ones, friends, enemies, neutral ones, mediators malicious people, relatives, saints and sinful people, in the same manner, is truly a superior person."
242,Atma-Samyama Yoga,Chapter 6,Verse 6.10,योगी युञ्जीत सततमात्मानं रहसि स्थितः । एकाकी यतचित्तात्मा निराशीरपरिग्रहः ॥ ६.१० ॥,"मन और इन्द्रियोंसहित शरीरको वशमें रखनेवाला, आशारहित और संग्रहरहित योगी अकेला ही एकान्त स्थानमें स्थित होकर आत्माको निरन्तर परमात्मामें लगावे|","Harboring insatiable lust, full of hypocrisy, pride and arrogance, the demoniac cling to their false tenets. Thus illusioned, they are attracted to the impermanent and work with impure resolve."
243,Atma-Samyama Yoga,Chapter 6,Verse 6.11,शुचौ देशे प्रतिष्ठाप्य स्थिरमासनमात्मनः । नात्युच्छ्रितं नातिनीचं चैलाजिनकुशोत्तरम् ॥ ६.११ ॥,"शुद्ध भूमिमें, जिसके ऊपर क्रमश: कुशा, मृगछाला और वस्त्र बिछे हैं, जो न बहुत ऊँचा है और न बहुत नीचा, ऐसे अपने आसनको स्थिर स्थापन करके","For proper meditation, the Yogi should seek a clear spot, covered with grass, deer skin and/or clothing, which is neither very high nor very low, to seat himself."
244,Atma-Samyama Yoga,Chapter 6,Verse 6.12,तत्रैकाग्रं मनः कृत्वा यतचित्तेन्द्रियक्रियः । उपविश्यासने युञ्ज्याद्योगमात्मविशुद्धये ॥ ६.१२ ॥,उस आसनपर बैठकर चित्त और इन्द्रियोंकी क्रियाओंको वशमें रखते हुए मनको ए करके अन्तःकरणकी शुद्धिके लिये योगका अभ्यास करे|,"He should then practice Yoga for the purpose of purifying his mind and soul, focusing his thoughts on one point (God) at all times, and fully controlling the function of mind and senses."
245,Atma-Samyama Yoga,Chapter 6,Verse 6.13,समं कायशिरोग्रीवं धारयन्नचलं स्थिरः । सम्प्रेक्ष्य नासिकाग्रं स्वं दिशश्चानवलोकयन् ॥ ६.१३ ॥,"काया, सिर और गलेको समान एवं अचल धारण करके और स्थिर होकर, अपनी नासिका अग्रभागपर दृष्टि जमाकर, अन्य दिशाओंको न देखता हुआ|","The Lord instructed Arjuna:While meditating one must keep the head, neck and torso (upper body) as straight and as steady as possible, without even a slight movement.firmly looking at the tip of the nose and looking in no other direction whatsoever."
246,Atma-Samyama Yoga,Chapter 6,Verse 6.14,प्रशान्तात्मा विगतभीर्ब्रह्मचारिव्रते स्थितः । मनः संयम्य मच्चित्तो युक्त आसीत मत्परः ॥ ६.१४ ॥,"ब्रह्मचारीके व्रतमें स्थित, भयरहित तथा भलीभाँति शान्त अन्तःकरणवाला सावधान योगी मनको रोककर मुझमें चित्तवाला और मेरे परायण होकर स्थित होवे|","It is said the fruit of actions performed in the mode of goodness bestow pure results. Actions done in the mode of passion result in pain, while those performed in the mode of ignorance result in darkness."
247,Atma-Samyama Yoga,Chapter 6,Verse 6.15,युञ्जन्नेवं सदात्मानं योगी नियतमानसः । शान्तिं निर्वाणपरमां मत्संस्थामधिगच्छति ॥ ६.१५ ॥,वशमें किये हुए मनवाला योगी इस प्रकार आत्माको निरन्तर मुझ परमेश्वरके स्वरूपमें लगाता हुआ मुझमें रहनेवाली परमानन्दकी पराकाष्ठारूप शान्तिको प्राप्त होता है|,"In this way, the true, self-controlled Yogi. Will inevitably attain eternal peace and be in the highest state of bliss by fixing his mind on Me during (proper) meditation."
248,Atma-Samyama Yoga,Chapter 6,Verse 6.16,नात्यश्नतस्तु योगोऽस्ति न चैकान्तमनश्नतः । न चाति स्वप्नशीलस्य जाग्रतो नैव चार्जुन ॥ ६.१६ ॥,"हे अर्जुन! यह योग न तो बहुत खानेवालेका, न बिलकुल न खानेवालेका, न बहुत शयन करनेके स्वभाववालेका और न सदा जागनेवालेका ही सिद्ध होता है|","There must be a constant balance in everything a Yogi does. Eating too much or eating very little, sleeping too much or sleeping very little, for example, are not methods of succeeding in this Yoga."
249,Atma-Samyama Yoga,Chapter 6,Verse 6.17,युक्ताहारविहारस्य युक्तचेष्टस्य कर्मसु । युक्तस्वप्नावबोधस्य योगो भवति दुःखहा ॥ ६.१७ ॥,"दुःखोंका नाश करनेवाला योग तो यथायोग्य आहार विहार करनेवालेका, कर्मोंमें यथायोग्य चेष्टा – करनेवालेका और यथायोग्य सोने तथा जागनेवालेका ही सिद्ध होता है|","O Arjuna, only those people who eat, live, work and sleep moderately, and destroy all misery, succeed in this Yoga."
250,Atma-Samyama Yoga,Chapter 6,Verse 6.18,यदा विनियतं चित्तमात्मन्येवावतिष्ठते । निःस्पृहः सर्वकामेभ्यो युक्त इत्युच्यते तदा ॥ ६.१८ ॥,"अत्यन्त वशमें किया हुआ चित्त जिस कालमें परमात्मामें ही भलीभाँति स्थित हो जाता है, उस कालमें सम्पूर्ण भोगोंसे स्पृहारहित पुरुष योगयुक्त है, ऐसा कहा जाता है|","When one has freed himself of all desires, he will then always be firmly established in Yoga. When one has full control of his mind, he will be fully established in God."
251,Atma-Samyama Yoga,Chapter 6,Verse 6.19,यथा दीपो निवातस्थो नेङ्गते सोपमा स्मृता । योगिनो यतचित्तस्य युञ्जतो योगमात्मनः ॥ ६.१९ ॥,"जिस प्रकार वायुरहित स्थानमें स्थित दीपक चलाय मान नहीं होता, वैसी ही उपमा परमात्माके ध्यानमें लगे हुए योगीके जीते हुए चित्तकी कही गयी है|","The Almighty explained: Just as the flame of a lamp does not flicker in a place without wind, in the same way the controlled mind of the Yogi does not get distracted by worldly objects or pleasures."
252,Atma-Samyama Yoga,Chapter 6,Verse 6.20,यत्रोपरमते चित्तं निरुद्धं योगसेवया । यत्र चैवात्मनात्मानं पश्यन्नात्मनि तुष्यति ॥ ६.२० ॥,योगके अभ्याससे निरुद्ध चित्त जिस अवस्थामें उपराम हो जाता है और जिस अवस्थामें परमात्माके ध्यानसे शुद्ध हुई सूक्ष्म बुद्धिद्वारा परमात्माको साक्षात् करता हुआ सच्चिदानन्दघन परमात्मामें ही सन्तुष्ट रहता है|,"By the practice of Yoga, one’s mind becomes peaceful and calm and the mind that has truly realized God through meditation attains spiritual happiness, enjoyment and bliss only in God."
253,Atma-Samyama Yoga,Chapter 6,Verse 6.21,सुखमात्यन्तिकं यत्तद् बुद्धिग्राह्यमतीन्द्रियम् । वेत्ति यत्र न चैवायं स्थितश्चलति तत्त्वतः ॥ ६.२१ ...,"इन्द्रियोंसे अतीत, केवल शुद्ध हुई सूक्ष्म बुद्धिद्वारा ग्रहण करनेयोग्य जो अनन्त आनन्द है; उसको जिस अवस्था में अनुभव करता है और जिस अवस्थामें स्थित यह योगी परमात्माके स्वरूपसे विचलित होता ही नहीं |","O Arjuna, the limitless and everlasting joy and bliss that a true Yogi feels cannot be perceived by the ordinary senses, but can only be felt by a person who has a subtle, keen and clever intellect. When this Yogi has discovered this true happiness, he will never stray or move away from the Truth, Arjuna."
254,Atma-Samyama Yoga,Chapter 6,Verse 6.22,यं लब्ध्वा चापरं लाभं मन्यते नाधिकं ततः । यस्मिन्स्थितो न दुःखेन गुरुणापि विचाल्यते ॥ ६.२२ ॥,परमात्माकी प्राप्तिरूप जिस लाभको प्राप्त होकर उससे अधिक दूसरा कुछ भी लाभ नहीं मानता और परमात्मप्राप्तिरूप जिस अवस्थामें स्थित योगी बड़े भारी दुःखसे भी चलायमान नहीं होता|,"Having achieved this divine state of bliss, Dear Arjuna, the Yogi realizes that no other state or condition could be greater, thus even the most intense pains will never lead the Yogi astray from Truth or devotion to Me, the Supreme Soul."
